,subgenre_level,class1,class2,data_repetition,idno,y_true,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9
199,subgenre-theme,novela histórica,other,1,nh0122,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
200,subgenre-theme,novela histórica,other,1,nh0123,other,other,other,other,other,other,other,other,other,other,other
201,subgenre-theme,novela histórica,other,1,nh0125,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
202,subgenre-theme,novela histórica,other,1,nh0128,other,other,other,other,other,novela histórica,other,other,other,other,other
203,subgenre-theme,novela histórica,other,1,nh0129,other,other,other,other,other,other,other,other,other,other,other
204,subgenre-theme,novela histórica,other,1,nh0133,other,other,other,other,other,other,other,other,other,other,other
205,subgenre-theme,novela histórica,other,1,nh0136,other,other,other,other,other,other,other,other,other,other,other
206,subgenre-theme,novela histórica,other,1,nh0138,other,other,other,other,other,other,other,other,other,other,other
207,subgenre-theme,novela histórica,other,1,nh0139,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
208,subgenre-theme,novela histórica,other,1,nh0142,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
209,subgenre-theme,novela histórica,other,1,nh0143,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
210,subgenre-theme,novela histórica,other,1,nh0144,other,other,other,other,other,other,other,other,other,other,other
211,subgenre-theme,novela histórica,other,1,nh0149,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
212,subgenre-theme,novela histórica,other,1,nh0150,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica,novela histórica
213,subgenre-theme,novela histórica,other,1,nh0151,other,other,other,other,other,other,other,other,other,other,other
214,subgenre-theme,novela histórica,other,1,nh0152,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
215,subgenre-theme,novela histórica,other,1,nh0153,other,other,other,other,other,other,other,other,other,other,other
216,subgenre-theme,novela histórica,other,1,nh0156,other,other,other,other,other,other,other,other,other,other,other
217,subgenre-theme,novela histórica,other,1,nh0157,other,other,other,other,other,other,other,other,other,other,other
218,subgenre-theme,novela histórica,other,1,nh0158,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
219,subgenre-theme,novela histórica,other,1,nh0159,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
220,subgenre-theme,novela histórica,other,1,nh0160,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
221,subgenre-theme,novela histórica,other,1,nh0161,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
222,subgenre-theme,novela histórica,other,1,nh0162,other,other,other,other,other,other,other,other,other,other,other
223,subgenre-theme,novela histórica,other,1,nh0165,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica
224,subgenre-theme,novela histórica,other,1,nh0166,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
225,subgenre-theme,novela histórica,other,1,nh0167,other,other,other,other,other,other,other,other,other,other,other
226,subgenre-theme,novela histórica,other,1,nh0168,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
227,subgenre-theme,novela histórica,other,1,nh0169,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,other,novela histórica,novela histórica
228,subgenre-theme,novela histórica,other,1,nh0171,other,other,other,other,other,other,other,other,other,other,other
229,subgenre-theme,novela histórica,other,1,nh0172,other,other,other,other,other,other,other,other,other,other,other
230,subgenre-theme,novela histórica,other,1,nh0174,other,other,other,other,other,other,other,other,other,other,other
231,subgenre-theme,novela histórica,other,1,nh0176,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
232,subgenre-theme,novela histórica,other,1,nh0179,other,other,other,other,other,other,other,other,other,other,other
233,subgenre-theme,novela histórica,other,1,nh0180,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
234,subgenre-theme,novela histórica,other,1,nh0181,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
235,subgenre-theme,novela histórica,other,1,nh0182,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
236,subgenre-theme,novela histórica,other,1,nh0183,other,other,other,other,other,other,other,other,other,other,other
237,subgenre-theme,novela histórica,other,1,nh0184,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
238,subgenre-theme,novela histórica,other,1,nh0191,other,other,other,other,other,other,other,other,other,other,other
239,subgenre-theme,novela histórica,other,1,nh0192,other,other,other,other,other,other,other,other,other,other,other
240,subgenre-theme,novela histórica,other,1,nh0193,other,other,other,other,other,other,other,other,other,other,other
241,subgenre-theme,novela histórica,other,1,nh0194,other,other,other,other,other,other,other,other,other,other,other
242,subgenre-theme,novela histórica,other,1,nh0196,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
243,subgenre-theme,novela histórica,other,1,nh0203,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica,novela histórica
